season,Team,team_id,conference,max_player,champion_share,champion,Rk,rk_season,Arena,rk_conference,top_3_conference,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,offensive_eFG%,offensive_TOV%,offensive_ORB%,offensive_FT/FGA,defensive_eFG%,defensive_TOV%,defensive_DRB%,defensive_FT/FGA,Attend.,Attend./G,make_playoffs,overall_record,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,opp_G,opp_MP,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_2P,opp_2PA,opp_2P%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_DRB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF,opp_PTS,pso,over500_rec,over600_rec,sum_wins_20pts_or_more,rec_5pt_or_less,sum_games_5pts_or_less,home_rec,road_rec,3pt_or_less_rec,10pt_or_more_rec,pre_all_star_rec,post_all_star_rec,e_conf_rec,w_conf_rec,sum_mvp_shares,sum_dpoy_shares,sum_roy_shares,sum_smoy_shares,sum_mip_shares,sum_cpoy_shares,sum_all_nba,sum_all_defense,sum_all_rookie,sum_mvps_won,sum_dpoys_won,sum_roys_won,sum_mips_won,sum_cpoys_won,sum_all_nba_1st,sum_all_def_1st,sum_playoff_games,sum_mvp_shares_L3S,sum_mvp_shares_L5S,sum_champion_shares,sum_champions,sum_player_L1S_cs,sum_player_L3S_cs,sum_player_L5S_cs,sum_player_L8S_cs,sum_all_nba_1st_L5S,team_rating_custom,max_player_rating_custom,sum_coach_playoff_games,sum_coy_shares,conference_5pt_or_less_rec,conference_OR,conference_SRS,conference_age,sum_franchise_L1S_cs,sum_franchise_L3S_cs,sum_franchise_L5S_cs,sum_franchise_L8S_cs
1979,Cleveland Cavaliers,6,East,Campy Russell,0.0,0.0,18,19,Coliseum at Richfield,8.0,0,4.0,19.0,3.0,18.0,4.0,18.0,6.0,18.0,12.0,20.0,18.0,20.0,20.0,1.0,21.0,19.0,21.0,11.0,18.0,2.0,9.0,12.0,5.0,3.0,2.0,0,19.0,1.0,21.0,14.0,7.0,19.0,1.0,1.0,1.0,14.0,7.0,19.0,17.0,19.0,4.0,10.0,22.0,21.0,21.0,16.0,18.0,22.0,13.0,20.0,1.0,21.0,13.0,19.0,2.0,1.0,1.0,1.0,13.0,19.0,2.0,7.0,6.0,6.0,19.0,5.0,10.0,17.0,19.0,3.0,14.0,17.0,11.0,1.0,19.0,18.0,21.0,22.0,13.0,21.0,17.0,16.0,17.0,18.0,19.0,19.0,17.0,14.0,1.0,15.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,7.0,1.0,1.0,3.0,1.0,6.0,14.0,14.0,7.0,6.0,16.0,8.0,13.0,12.0,6.0,17.0,17.0,9.0,7.0,12.0,12.0,12.0,1.0,10.0,8.0,13.0,14.0
1979,Detroit Pistons,9,East,Bob Lanier,0.0,0.0,16,19,Pontiac Silverdome,8.0,0,18.0,19.0,3.0,16.0,7.0,16.0,9.0,16.0,17.0,15.0,16.0,6.0,17.0,1.0,20.0,16.0,15.0,9.0,19.0,6.0,6.0,21.0,10.0,3.0,2.0,0,19.0,1.0,6.0,9.0,2.0,16.0,1.0,1.0,1.0,9.0,2.0,16.0,18.0,16.0,21.0,5.0,17.0,13.0,12.0,4.0,5.0,13.0,6.0,10.0,1.0,6.0,9.0,6.0,6.0,1.0,1.0,1.0,9.0,6.0,6.0,12.0,11.0,7.0,2.0,3.0,2.0,6.0,18.0,3.0,5.0,21.0,5.0,1.0,17.0,21.0,14.0,19.0,11.0,18.0,19.0,22.0,15.0,20.0,18.0,22.0,15.0,6.0,1.0,14.0,1.0,1.0,1.0,16.0,10.0,14.0,2.0,1.0,7.0,1.0,1.0,12.0,9.0,19.0,5.0,5.0,20.0,19.0,16.0,17.0,18.0,19.0,11.0,15.0,15.0,17.0,19.0,12.0,12.0,12.0,1.0,10.0,12.0,10.0,12.0
1979,Boston Celtics,2,East,Cedric Maxwell,0.0,0.0,21,21,Boston Garden,10.0,0,3.0,21.0,2.0,21.0,2.0,21.0,2.0,21.0,19.0,19.0,21.0,8.0,8.0,1.0,9.0,15.0,6.0,19.0,4.0,1.0,9.0,7.0,19.0,2.0,2.0,0,21.0,1.0,21.0,16.0,18.0,15.0,1.0,1.0,1.0,16.0,18.0,15.0,8.0,12.0,3.0,19.0,16.0,19.0,16.0,13.0,21.0,6.0,16.0,16.0,1.0,21.0,2.0,11.0,1.0,1.0,1.0,1.0,2.0,11.0,1.0,18.0,19.0,5.0,19.0,13.0,19.0,10.0,15.0,9.0,11.0,16.0,4.0,1.0,22.0,18.0,18.0,16.0,21.0,20.0,19.0,8.0,21.0,19.0,20.0,19.0,20.0,14.0,1.0,6.0,1.0,1.0,1.0,2.0,5.0,14.0,2.0,1.0,3.0,1.0,1.0,4.0,7.0,8.0,14.0,14.0,5.0,3.0,16.0,9.0,6.0,5.0,1.0,19.0,18.0,17.0,19.0,12.0,12.0,12.0,1.0,10.0,2.0,1.0,1.0
1979,New Orleans Jazz,29,East,Rich Kelley,0.0,0.0,22,22,Louisiana Superdome,11.0,0,9.0,22.0,1.0,22.0,1.0,22.0,1.0,22.0,21.0,17.0,22.0,3.0,6.0,1.0,18.0,19.0,4.0,16.0,7.0,14.0,15.0,22.0,20.0,3.0,2.0,0,22.0,1.0,18.0,17.0,12.0,19.0,1.0,1.0,1.0,17.0,12.0,19.0,5.0,7.0,7.0,10.0,3.0,2.0,13.0,12.0,4.0,4.0,18.0,15.0,1.0,18.0,1.0,1.0,14.0,1.0,1.0,1.0,1.0,1.0,14.0,14.0,14.0,19.0,1.0,1.0,1.0,3.0,1.0,1.0,11.0,13.0,2.0,1.0,21.0,21.0,14.0,7.0,22.0,18.0,22.0,15.0,22.0,22.0,21.0,19.0,22.0,5.0,1.0,7.0,1.0,1.0,1.0,6.0,10.0,14.0,2.0,1.0,7.0,1.0,1.0,4.0,9.0,16.0,4.0,4.0,16.0,12.0,16.0,22.0,22.0,20.0,1.0,22.0,21.0,17.0,18.0,12.0,12.0,12.0,1.0,10.0,17.0,17.0,18.0
1978,Portland Trail Blazers,66,West,Bill Walton,0.1428571428571428,0.0,1,1,Memorial Coliseum,1.0,1,18.0,1.0,22.0,1.0,22.0,1.0,20.0,1.0,4.0,2.0,1.0,18.0,9.0,1.0,4.0,5.0,8.0,11.0,10.0,22.0,9.0,6.0,7.0,3.0,3.0,1,1.0,1.0,21.0,11.0,19.0,5.0,1.0,1.0,1.0,11.0,19.0,5.0,12.0,14.0,8.0,13.0,6.0,9.0,11.0,12.0,14.0,15.0,9.0,12.0,1.0,21.0,21.0,20.0,22.0,1.0,1.0,1.0,21.0,20.0,22.0,10.0,11.0,2.0,15.0,18.0,21.0,21.0,15.0,13.0,13.0,8.0,22.0,1.0,1.0,3.0,1.0,1.0,12.0,2.0,1.0,1.0,2.0,1.0,11.0,3.0,1.0,2.0,1.0,11.0,1.0,1.0,1.0,9.0,6.0,8.0,2.0,1.0,7.0,1.0,1.0,11.0,6.0,11.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,11.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,12.0,1.0,4.0,8.0,10.0
1978,Philadelphia 76ers,71,East,Julius Erving,0.4285714285714285,0.0,2,2,The Spectrum,1.0,1,10.0,2.0,21.0,2.0,21.0,2.0,22.0,2.0,1.0,8.0,2.0,7.0,1.0,1.0,2.0,4.0,4.0,3.0,1.0,17.0,11.0,18.0,9.0,3.0,3.0,1,2.0,1.0,6.0,6.0,16.0,4.0,1.0,1.0,1.0,6.0,16.0,4.0,1.0,1.0,10.0,7.0,5.0,6.0,6.0,10.0,2.0,5.0,5.0,1.0,1.0,6.0,11.0,6.0,17.0,1.0,1.0,1.0,11.0,6.0,17.0,8.0,6.0,19.0,1.0,21.0,13.0,9.0,8.0,22.0,8.0,2.0,9.0,1.0,2.0,1.0,4.0,12.0,9.0,1.0,3.0,10.0,1.0,2.0,4.0,2.0,2.0,6.0,1.0,10.0,1.0,1.0,1.0,8.0,11.0,18.0,2.0,1.0,7.0,1.0,1.0,8.0,10.0,9.0,5.0,5.0,8.0,9.0,2.0,4.0,5.0,8.0,8.0,2.0,6.0,13.0,16.0,12.0,12.0,12.0,1.0,2.0,6.0,10.0,8.0
1978,San Antonio Spurs,27,East,George Gervin,0.1428571428571428,0.0,4,3,HemisFair Arena,2.0,1,6.0,3.0,20.0,4.0,19.0,4.0,19.0,4.0,2.0,13.0,4.0,4.0,13.0,1.0,1.0,1.0,8.0,22.0,9.0,9.0,13.0,22.0,21.0,3.0,3.0,1,3.0,1.0,15.0,3.0,15.0,1.0,1.0,1.0,1.0,3.0,15.0,1.0,9.0,15.0,1.0,22.0,15.0,20.0,4.0,12.0,2.0,10.0,21.0,2.0,1.0,15.0,1.0,2.0,9.0,1.0,1.0,1.0,1.0,2.0,9.0,20.0,20.0,15.0,4.0,15.0,8.0,4.0,7.0,15.0,11.0,12.0,5.0,1.0,5.0,9.0,3.0,3.0,18.0,5.0,2.0,5.0,4.0,5.0,1.0,1.0,7.0,12.0,1.0,13.0,1.0,1.0,1.0,9.0,11.0,18.0,2.0,1.0,7.0,1.0,1.0,11.0,10.0,22.0,10.0,10.0,22.0,17.0,17.0,22.0,22.0,22.0,11.0,5.0,2.0,12.0,12.0,12.0,12.0,12.0,1.0,12.0,17.0,18.0,18.0
1978,Phoenix Suns,24,West,Paul Westphal,0.0,0.0,3,4,Arizona Veterans Memorial Coliseum,2.0,1,15.0,4.0,19.0,3.0,20.0,3.0,21.0,3.0,12.0,1.0,3.0,1.0,12.0,1.0,9.0,9.0,6.0,19.0,12.0,12.0,2.0,11.0,10.0,3.0,3.0,1,4.0,1.0,15.0,4.0,3.0,9.0,1.0,1.0,1.0,4.0,3.0,9.0,11.0,8.0,12.0,18.0,17.0,17.0,1.0,1.0,16.0,3.0,17.0,5.0,1.0,15.0,12.0,12.0,12.0,1.0,1.0,1.0,12.0,12.0,12.0,10.0,10.0,10.0,13.0,5.0,7.0,16.0,1.0,19.0,2.0,5.0,13.0,1.0,4.0,10.0,2.0,18.0,22.0,3.0,8.0,17.0,5.0,3.0,14.0,7.0,4.0,13.0,1.0,6.0,1.0,1.0,1.0,9.0,6.0,8.0,2.0,1.0,3.0,1.0,1.0,8.0,6.0,8.0,12.0,12.0,7.0,9.0,17.0,9.0,6.0,7.0,8.0,4.0,4.0,4.0,10.0,1.0,1.0,1.0,12.0,12.0,5.0,9.0,9.0
1978,Denver Nuggets,8,West,David Thompson,0.4285714285714285,0.0,8,5,McNichols Sports Arena,3.0,1,19.0,5.0,18.0,7.0,15.0,8.0,14.0,8.0,5.0,14.0,7.0,6.0,2.0,1.0,3.0,8.0,3.0,12.0,2.0,9.0,14.0,9.0,14.0,3.0,3.0,1,5.0,1.0,6.0,12.0,17.0,8.0,1.0,1.0,1.0,12.0,17.0,8.0,2.0,2.0,7.0,15.0,4.0,7.0,7.0,7.0,10.0,6.0,7.0,6.0,1.0,6.0,5.0,5.0,9.0,1.0,1.0,1.0,5.0,5.0,9.0,12.0,9.0,21.0,6.0,17.0,14.0,2.0,3.0,2.0,13.0,3.0,7.0,1.0,3.0,2.0,16.0,10.0,1.0,4.0,8.0,13.0,9.0,4.0,12.0,5.0,6.0,8.0,1.0,13.0,1.0,1.0,1.0,9.0,6.0,18.0,2.0,1.0,7.0,1.0,1.0,8.0,6.0,21.0,7.0,7.0,20.0,17.0,10.0,19.0,20.0,20.0,8.0,9.0,3.0,8.0,8.0,1.0,1.0,1.0,12.0,8.0,14.0,17.0,17.0
1978,Seattle SuperSonics,21,West,Gus Williams,0.9285714285714286,0.0,6,6,Seattle Center Coliseum,4.0,0,12.0,6.0,17.0,6.0,17.0,6.0,16.0,6.0,19.0,3.0,6.0,16.0,10.0,1.0,21.0,21.0,16.0,1.0,15.0,19.0,8.0,4.0,12.0,3.0,3.0,1,6.0,1.0,15.0,19.0,8.0,21.0,1.0,1.0,1.0,19.0,8.0,21.0,15.0,7.0,21.0,1.0,13.0,4.0,21.0,15.0,9.0,13.0,14.0,18.0,1.0,15.0,20.0,18.0,19.0,1.0,1.0,1.0,20.0,18.0,19.0,15.0,16.0,7.0,21.0,12.0,18.0,18.0,17.0,10.0,12.0,11.0,21.0,1.0,11.0,12.0,6.0,5.0,9.0,6.0,4.0,6.0,6.0,6.0,5.0,12.0,3.0,13.0,1.0,9.0,1.0,1.0,1.0,15.0,4.0,14.0,2.0,1.0,7.0,1.0,1.0,11.0,4.0,10.0,12.0,12.0,10.0,5.0,6.0,8.0,9.0,11.0,11.0,10.0,12.0,13.0,16.0,1.0,1.0,1.0,12.0,12.0,11.0,15.0,16.0
1978,Los Angeles Lakers,14,West,Kareem Abdul-Jabbar,0.0714285714285714,0.0,5,7,The Forum,5.0,0,14.0,7.0,16.0,5.0,18.0,5.0,17.0,5.0,3.0,11.0,5.0,13.0,20.0,1.0,6.0,3.0,18.0,16.0,18.0,16.0,16.0,20.0,20.0,1.0,3.0,1,7.0,1.0,13.0,4.0,12.0,3.0,1.0,1.0,1.0,4.0,12.0,3.0,19.0,20.0,10.0,20.0,9.0,16.0,5.0,10.0,11.0,19.0,16.0,7.0,1.0,13.0,8.0,4.0,16.0,1.0,1.0,1.0,8.0,4.0,16.0,19.0,19.0,17.0,1.0,12.0,6.0,11.0,14.0,15.0,15.0,20.0,16.0,1.0,9.0,12.0,5.0,14.0,12.0,8.0,4.0,16.0,3.0,14.0,1.0,5.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,1.0,1.0,9.0,5.0,8.0,10.0,12.0,10.0,1.0,3.0,1.0,7.0,7.0,1.0,1.0,1.0,12.0,6.0,13.0,7.0,3.0
1978,Milwaukee Bucks,17,West,Marques Johnson,0.3571428571428571,0.0,13,8,MECCA Arena,6.0,0,22.0,8.0,14.0,12.0,10.0,13.0,13.0,13.0,8.0,19.0,13.0,5.0,18.0,1.0,9.0,6.0,14.0,10.0,19.0,3.0,5.0,17.0,8.0,3.0,3.0,1,8.0,1.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,2.0,2.0,6.0,18.0,16.0,18.0,9.0,20.0,18.0,3.0,3.0,5.0,9.0,10.0,4.0,1.0,2.0,3.0,9.0,3.0,1.0,1.0,1.0,3.0,9.0,3.0,6.0,8.0,4.0,10.0,10.0,11.0,2.0,10.0,5.0,4.0,14.0,2.0,1.0,14.0,10.0,7.0,2.0,18.0,13.0,4.0,2.0,11.0,12.0,3.0,8.0,8.0,13.0,1.0,13.0,1.0,1.0,1.0,15.0,11.0,14.0,2.0,1.0,7.0,1.0,1.0,11.0,10.0,19.0,12.0,12.0,18.0,9.0,17.0,21.0,18.0,18.0,11.0,14.0,14.0,13.0,16.0,1.0,1.0,1.0,12.0,12.0,15.0,6.0,4.0
1978,Washington Bullets,30,East,Elvin Hayes,1.0,1.0,7,8,Capital Centre,3.0,1,3.0,8.0,14.0,7.0,15.0,7.0,18.0,7.0,10.0,9.0,7.0,11.0,4.0,1.0,15.0,15.0,18.0,5.0,8.0,13.0,21.0,3.0,22.0,3.0,3.0,1,8.0,1.0,6.0,8.0,6.0,15.0,1.0,1.0,1.0,8.0,6.0,15.0,4.0,3.0,22.0,3.0,3.0,2.0,16.0,18.0,15.0,16.0,20.0,7.0,1.0,6.0,2.0,1.0,13.0,1.0,1.0,1.0,2.0,1.0,13.0,22.0,22.0,7.0,18.0,7.0,12.0,5.0,11.0,9.0,20.0,1.0,11.0,1.0,7.0,6.0,14.0,16.0,17.0,8.0,8.0,15.0,8.0,8.0,10.0,4.0,14.0,8.0,1.0,3.0,1.0,1.0,1.0,3.0,6.0,1.0,2.0,1.0,3.0,1.0,1.0,6.0,10.0,2.0,7.0,7.0,3.0,7.0,5.0,5.0,3.0,3.0,4.0,6.0,18.0,3.0,2.0,12.0,12.0,12.0,1.0,6.0,3.0,5.0,7.0
1978,Golden State Warriors,10,West,Rick Barry,0.0,0.0,10,11,Oakland-Alameda County Coliseum Arena,7.0,0,8.0,10.0,11.0,9.0,13.0,10.0,8.0,10.0,17.0,4.0,10.0,14.0,21.0,1.0,14.0,11.0,20.0,20.0,21.0,14.0,4.0,7.0,5.0,3.0,3.0,0,10.0,1.0,15.0,9.0,13.0,11.0,1.0,1.0,1.0,9.0,13.0,11.0,21.0,21.0,14.0,15.0,10.0,15.0,9.0,3.0,13.0,20.0,7.0,15.0,1.0,15.0,19.0,19.0,14.0,1.0,1.0,1.0,19.0,19.0,14.0,7.0,7.0,9.0,15.0,2.0,5.0,14.0,18.0,10.0,6.0,18.0,17.0,1.0,9.0,7.0,7.0,6.0,21.0,7.0,13.0,12.0,7.0,13.0,6.0,11.0,8.0,3.0,1.0,5.0,1.0,1.0,1.0,3.0,6.0,8.0,2.0,1.0,3.0,1.0,1.0,3.0,6.0,5.0,12.0,12.0,6.0,4.0,7.0,3.0,4.0,5.0,2.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,12.0,4.0,1.0,2.0,5.0
1978,Cleveland Cavaliers,6,East,Campy Russell,0.0,0.0,9,11,Coliseum at Richfield,4.0,0,2.0,10.0,11.0,9.0,13.0,9.0,15.0,9.0,15.0,5.0,9.0,19.0,19.0,1.0,20.0,19.0,22.0,18.0,19.0,20.0,17.0,8.0,18.0,3.0,1.0,1,10.0,1.0,4.0,17.0,10.0,19.0,1.0,1.0,1.0,17.0,10.0,19.0,20.0,19.0,16.0,13.0,8.0,11.0,22.0,16.0,7.0,21.0,22.0,19.0,1.0,4.0,18.0,13.0,20.0,1.0,1.0,1.0,18.0,13.0,20.0,18.0,18.0,18.0,12.0,4.0,4.0,20.0,21.0,8.0,17.0,19.0,19.0,1.0,7.0,19.0,14.0,9.0,18.0,14.0,4.0,7.0,10.0,11.0,7.0,10.0,8.0,13.0,1.0,13.0,1.0,1.0,1.0,6.0,2.0,4.0,2.0,1.0,7.0,1.0,1.0,4.0,1.0,4.0,12.0,12.0,5.0,7.0,9.0,7.0,8.0,6.0,4.0,7.0,19.0,5.0,4.0,12.0,12.0,12.0,1.0,9.0,10.0,14.0,15.0
1978,New York Knicks,20,East,Bob McAdoo,0.1428571428571428,0.0,12,11,Madison Square Garden (IV),4.0,0,5.0,10.0,11.0,12.0,10.0,12.0,11.0,12.0,9.0,17.0,12.0,3.0,16.0,1.0,4.0,2.0,4.0,13.0,16.0,9.0,12.0,11.0,4.0,3.0,3.0,1,10.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,15.0,16.0,12.0,15.0,6.0,9.0,1.0,7.0,8.0,3.0,5.0,3.0,1.0,1.0,6.0,8.0,9.0,1.0,1.0,1.0,6.0,8.0,9.0,3.0,3.0,22.0,8.0,9.0,10.0,7.0,3.0,20.0,10.0,17.0,1.0,1.0,14.0,12.0,16.0,4.0,8.0,8.0,11.0,3.0,16.0,10.0,8.0,15.0,5.0,13.0,1.0,4.0,1.0,1.0,1.0,3.0,11.0,4.0,2.0,1.0,3.0,1.0,1.0,4.0,10.0,3.0,12.0,12.0,2.0,3.0,15.0,12.0,7.0,2.0,4.0,13.0,7.0,13.0,16.0,12.0,12.0,12.0,1.0,12.0,15.0,3.0,2.0
1978,Atlanta Hawks,1,East,John Drew,0.0,0.0,11,13,Omni Coliseum,6.0,0,20.0,13.0,10.0,11.0,12.0,11.0,12.0,11.0,16.0,6.0,11.0,20.0,7.0,1.0,12.0,16.0,12.0,15.0,4.0,6.0,1.0,15.0,1.0,3.0,3.0,1,13.0,1.0,6.0,21.0,21.0,16.0,1.0,1.0,1.0,21.0,21.0,16.0,6.0,10.0,2.0,19.0,22.0,22.0,18.0,2.0,11.0,17.0,1.0,22.0,1.0,6.0,22.0,22.0,6.0,1.0,1.0,1.0,22.0,22.0,6.0,1.0,1.0,15.0,19.0,11.0,15.0,22.0,15.0,3.0,1.0,7.0,19.0,1.0,12.0,12.0,7.0,12.0,9.0,8.0,14.0,17.0,13.0,15.0,8.0,14.0,8.0,13.0,1.0,13.0,1.0,1.0,1.0,15.0,11.0,8.0,2.0,1.0,7.0,1.0,1.0,11.0,10.0,18.0,12.0,12.0,19.0,17.0,17.0,17.0,19.0,19.0,11.0,11.0,11.0,13.0,12.0,12.0,12.0,12.0,1.0,12.0,17.0,16.0,12.0
1978,Chicago Bulls,5,West,Artis Gilmore,0.0,0.0,14,14,Chicago Stadium,8.0,0,9.0,14.0,9.0,14.0,9.0,14.0,6.0,14.0,7.0,20.0,14.0,21.0,3.0,1.0,7.0,10.0,2.0,2.0,3.0,1.0,15.0,2.0,19.0,3.0,3.0,0,14.0,1.0,20.0,22.0,22.0,10.0,1.0,1.0,1.0,22.0,22.0,10.0,5.0,6.0,9.0,8.0,18.0,14.0,8.0,18.0,20.0,10.0,19.0,20.0,1.0,20.0,13.0,21.0,1.0,1.0,1.0,1.0,13.0,21.0,1.0,21.0,21.0,19.0,22.0,22.0,22.0,11.0,11.0,7.0,17.0,4.0,18.0,1.0,6.0,3.0,16.0,8.0,2.0,8.0,16.0,11.0,12.0,7.0,19.0,8.0,15.0,10.0,1.0,13.0,1.0,1.0,1.0,9.0,3.0,4.0,2.0,1.0,7.0,1.0,1.0,11.0,3.0,6.0,9.0,9.0,11.0,9.0,11.0,11.0,11.0,9.0,11.0,16.0,9.0,11.0,11.0,1.0,1.0,1.0,12.0,9.0,8.0,4.0,6.0
1978,New Orleans Jazz,29,East,Pete Maravich,0.0,0.0,17,15,Louisiana Superdome,7.0,0,7.0,15.0,8.0,16.0,5.0,16.0,9.0,17.0,21.0,10.0,16.0,8.0,11.0,1.0,16.0,14.0,10.0,9.0,14.0,17.0,19.0,5.0,17.0,3.0,3.0,0,15.0,1.0,15.0,10.0,8.0,14.0,1.0,1.0,1.0,10.0,8.0,14.0,13.0,8.0,19.0,4.0,1.0,1.0,10.0,18.0,4.0,7.0,18.0,13.0,1.0,15.0,6.0,3.0,17.0,1.0,1.0,1.0,6.0,3.0,17.0,16.0,15.0,13.0,6.0,5.0,3.0,10.0,5.0,4.0,16.0,12.0,10.0,1.0,13.0,3.0,10.0,11.0,5.0,14.0,14.0,8.0,17.0,9.0,18.0,15.0,12.0,4.0,1.0,7.0,1.0,1.0,1.0,7.0,11.0,4.0,2.0,1.0,7.0,1.0,1.0,6.0,10.0,13.0,3.0,3.0,13.0,9.0,17.0,18.0,17.0,13.0,2.0,12.0,17.0,13.0,16.0,12.0,12.0,12.0,1.0,12.0,17.0,18.0,18.0
1978,Detroit Pistons,9,West,Bob Lanier,0.0,0.0,15,16,Cobo Arena,9.0,0,13.0,16.0,7.0,15.0,8.0,15.0,10.0,15.0,12.0,14.0,15.0,12.0,5.0,1.0,7.0,7.0,1.0,7.0,5.0,4.0,7.0,14.0,16.0,3.0,3.0,0,16.0,1.0,5.0,12.0,18.0,7.0,1.0,1.0,1.0,12.0,18.0,7.0,7.0,5.0,17.0,11.0,13.0,13.0,20.0,3.0,18.0,1.0,15.0,10.0,1.0,5.0,4.0,10.0,4.0,1.0,1.0,1.0,4.0,10.0,4.0,16.0,17.0,3.0,9.0,20.0,17.0,8.0,2.0,13.0,7.0,8.0,8.0,1.0,16.0,18.0,10.0,7.0,12.0,16.0,11.0,4.0,14.0,16.0,14.0,12.0,15.0,5.0,1.0,12.0,1.0,1.0,1.0,15.0,11.0,14.0,2.0,1.0,7.0,1.0,1.0,11.0,10.0,14.0,4.0,4.0,16.0,17.0,14.0,15.0,14.0,16.0,11.0,15.0,10.0,13.0,16.0,1.0,1.0,1.0,12.0,9.0,12.0,12.0,13.0
1978,Boston Celtics,2,East,Dave Cowens,0.0,0.0,18,17,Boston Garden,8.0,0,1.0,17.0,6.0,16.0,5.0,18.0,7.0,18.0,20.0,12.0,18.0,15.0,17.0,1.0,16.0,17.0,12.0,8.0,13.0,20.0,21.0,1.0,12.0,2.0,3.0,0,17.0,1.0,6.0,17.0,14.0,17.0,1.0,1.0,1.0,17.0,14.0,17.0,14.0,18.0,5.0,9.0,2.0,3.0,15.0,22.0,22.0,12.0,11.0,16.0,1.0,6.0,16.0,7.0,20.0,1.0,1.0,1.0,16.0,7.0,20.0,9.0,11.0,1.0,20.0,15.0,20.0,16.0,13.0,15.0,21.0,21.0,15.0,1.0,17.0,19.0,10.0,21.0,3.0,16.0,19.0,19.0,19.0,19.0,17.0,18.0,17.0,11.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,10.0,10.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,17.0,13.0,13.0,16.0,12.0,12.0,12.0,1.0,4.0,2.0,1.0,1.0
1978,Kansas City Kings,26,West,Scott Wedman,0.0,0.0,16,18,Kemper Arena,10.0,0,11.0,18.0,4.0,16.0,5.0,17.0,4.0,16.0,11.0,17.0,16.0,9.0,14.0,1.0,12.0,12.0,10.0,13.0,11.0,6.0,9.0,13.0,3.0,3.0,3.0,0,18.0,1.0,6.0,7.0,7.0,12.0,1.0,1.0,1.0,7.0,7.0,12.0,10.0,13.0,3.0,12.0,10.0,12.0,12.0,12.0,16.0,8.0,3.0,9.0,1.0,6.0,13.0,16.0,6.0,1.0,1.0,1.0,13.0,16.0,6.0,4.0,4.0,5.0,10.0,7.0,8.0,19.0,9.0,10.0,9.0,8.0,4.0,1.0,21.0,19.0,10.0,15.0,12.0,18.0,18.0,9.0,15.0,21.0,16.0,20.0,18.0,13.0,1.0,13.0,1.0,1.0,1.0,15.0,11.0,8.0,2.0,1.0,7.0,1.0,1.0,11.0,10.0,15.0,12.0,12.0,14.0,9.0,13.0,16.0,15.0,14.0,11.0,18.0,20.0,8.0,6.0,1.0,1.0,1.0,12.0,12.0,17.0,18.0,18.0
1978,Indiana Pacers,12,West,Ricky Sobers,0.0,0.0,19,18,Market Square Arena,10.0,0,21.0,18.0,4.0,19.0,4.0,19.0,4.0,19.0,17.0,16.0,19.0,9.0,6.0,1.0,18.0,20.0,17.0,6.0,7.0,6.0,6.0,20.0,6.0,3.0,3.0,0,18.0,1.0,6.0,16.0,5.0,20.0,1.0,1.0,1.0,16.0,5.0,20.0,3.0,4.0,15.0,2.0,12.0,5.0,13.0,9.0,6.0,13.0,3.0,11.0,1.0,6.0,9.0,11.0,6.0,1.0,1.0,1.0,9.0,11.0,6.0,5.0,5.0,14.0,3.0,2.0,2.0,1.0,18.0,5.0,5.0,6.0,5.0,1.0,17.0,12.0,16.0,20.0,5.0,19.0,17.0,21.0,21.0,17.0,20.0,17.0,20.0,13.0,1.0,13.0,1.0,1.0,1.0,15.0,11.0,14.0,2.0,1.0,7.0,1.0,1.0,11.0,10.0,17.0,12.0,12.0,17.0,17.0,12.0,14.0,16.0,17.0,11.0,21.0,22.0,13.0,12.0,1.0,1.0,1.0,12.0,12.0,17.0,18.0,18.0
